pre,term,post,business_id
"han than Jose and Tony's! It ain't hard. I break up the avocado with a spoon, add kosher salt, some mashed garlic, and a squirt of ",lemon," juice. Magic.  To conclude, think of my 2 star rating as a strong 2. Crud, all they need is a good chef or my mama's recipes. *nu",-1xCh7Cocn6IwFzhELyohA
 The number of beers on tap is pretty nice.  I recommend the Shock Top.  If you like Blue Moon you will love it.  It has more of a ,lemon," citrus taste to it and is coincidentally served with a lemon wedge. It is also a great place to hang out in the spring/summer, as",1YC7AbQMlNb5mLUlwwaa3w
at start.  Next the grilled octopus - I've never had it before.  I've had calamari and that's either fried or grilled with a light ,lemon," juice, but this octopus was different.  It was a savory dish with ethinic spices... that's the only way to describe it.  I enjoye",23gakZ_NlN3K0SqOBybwug
", and we both greatly enjoyed the tender roast chicken breast on a wonderfully spicy moroccan chickpea background. A deconstructed ",lemon, cheesecake and a peanut butter torte with celery sorbet (surprisingly tasty) finished up our meal. It was just the right amount o,23gakZ_NlN3K0SqOBybwug
ways very rich and this one was as well.  I liked the tomato base as it cut the richness and added a bright note.    I ordered the ,lemon, lavender cake and some french press decaf for dessert.  The dessert is excellent.  It comes with a slightly salty pistachio tulle,23gakZ_NlN3K0SqOBybwug
"h it all...you really have to like the somewhat fishy taste of bloodline tuna to enjoy this dish. And I did enjoy it.   Dessert, a ",lemon," and lavender infused cake, sounded simple, but was completely different than any cake I've ever had, both in texture and taste. F",23gakZ_NlN3K0SqOBybwug
elly was wonderfully seasoned. I thought the flavor combo of this dish was great and all the textures worked.   Dessert: I had the ,Lemon," Lavendar Cake, which had a spongey cheesecake (similar to Japanese cheesecake, but not quite as good), some lavender powder, and ",23gakZ_NlN3K0SqOBybwug
al at Root 174 for lunch. The chilled split pea soup was incredible. I ate the Root burger and it was fantastic. Finished with the ,lemon, lavender cake and some commonplace coffee company coffee. There was nothing commonplace about either. Both the cake and coffee we,23gakZ_NlN3K0SqOBybwug
"supposed to be more of a crispy style. But still, yummy and the scallops are cooked very well.  Japanese cheesecake with lavender, ",lemon," curd, and pistachio: The cheesecake was just so light, almost fluffy. But, still creamy like cheesecake. And, I love the tartness",23gakZ_NlN3K0SqOBybwug
"is was a great first experience!! They use local rolls, and press braised pork, honey ham, house made pickles, swiss cheese, and a ",lemon, aioli between them for an amazing first-bite (and every bite thereafter) experience. I'm not a pickle fan; but I loved these!   I,2dNjePYVp2AVei4ZoSDaaA
A friend of mine and I thought we would meet for lunch one Wednesday. I'm a fan of Thai food so I thought we would give the ,Lemon, Grass Cafe a try. We arrived a little before noon and were seated promptly. That was the best part of the experience. It took an hour t,2GDZzcl2Jdn8186EEOTrCg
Pass.  I tried Lemon Grass for takeout and was as disappointed as many of my fellow Yelpers here.  The Pad Thai was bland and gener,"ic, a","nd tasted almost gummy.  The coconut lemon grass soup had slightly more flavor, but it left a really greasy feeling in my mouth. ",2GDZzcl2Jdn8186EEOTrCg
rgh today - I had to get outside for a walk in the sunshine.  I thought I'd just wander around for Thai lunch and so I ended up at ,Lemon," Grass.  I'll probably not be back.  There was just one table of 2 seated and eating when I arrived.  And, a table of 10 leaving a",2GDZzcl2Jdn8186EEOTrCg
"ve eaten across the street at Indian Spices, or occasionally next door at Christo's, looking out one window and into the window of ",Lemon," Grass.  They never looked especially busy (but then during theater times, I've rarely been anywhere downtown that really WAS 'esp",2GDZzcl2Jdn8186EEOTrCg
"I've only ever gotten take-out or delivery around lunch time, and ",Lemon," Grass isn't always the most reliable of spots (they've managed to lose an order I phoned in and have sometimes delivered incomplete orders), but what they lack in consistency, they make up for ",2GDZzcl2Jdn8186EEOTrCg
Had dinner at Lemon Grass earlier this week. When I walked in the place was empty. Got to pick where I wanted to sit. First thing I, noti,ced is the place was an absolute sauna. I asked my server about why it was so hot in the restaurant? She shrugged and did not see,2GDZzcl2Jdn8186EEOTrCg
"s pork was dry and tough, while her green beans were essentially raw (some with stems). My fish and asparagus were lovely, but the ",lemon," sauce was tepid and starting to congeal. The smashed potatoes were cold and dry. I was very disappointed, as I had hoped to treat",2GtsN4VziQDzDK5YGToSqg
the price. The asparagus salad sounded so delicious on menu but when it arrived it was underwhelming and I couldn't even taste the ,lemon, honey dressing on it. The main entrees (especially the fish dishes) were under seasoned. Few of their dishes were delicious thoug,2GtsN4VziQDzDK5YGToSqg
"with stand-up counters.  Squeeze bottles contain tartar sauce (not positive, but it tastes homemade), malt vinegar, hot sauce, and ",lemon.,"    Their fries are OK, I usually go for the onion rings, since they seem to be getting increasingly difficult to find (and they'r",2hOU75OoYSid_aMUEvjhVQ
"s given a delicious pickle. My wrap came with a side salad as well (which came out so fast!), which included a beautiful, homemade ",lemon ,"vinaigrette on the side. The coffee I added is organic, which was an added bonus for me, and water cups are free with the option ",2jqUYcKMYZXnpxNTkORJgQ
 was hungry and so I went for the muffaletta. My wife wanted to be healthy so she decided on the veggie wrap with a side salad and ,lemon," vinaigrette. About 5 minutes after we placed our orders our food came out.  My muffaletta was perfect, they prepared the sandwich",2jqUYcKMYZXnpxNTkORJgQ
". As a matter of fact, the whole restaurant is clean and bright with a definite New Orleans vibe. There is always water with fresh ",lemon, available as self-serve. The bread is homemade on site and so is the breakfast sausage. I really love this place!,2jqUYcKMYZXnpxNTkORJgQ
til you experience said breakfast sandwich. There's practically an entire omelet and a half pound of sausage on that sandwich. The ,lemon, ricotta pancakes are also well worth the dough. Yum!   My usual go-to is the ham and Gruyere on a croissant. It's consistently de,2jqUYcKMYZXnpxNTkORJgQ
y main course I got the Mediterranean pasta with scallops. It was even better then it sounds. The sauce had so much flavor but the ,lemon, flavor wasn't overpowering.   I will say that the prices and portions are slightly weird. My friend got the eggplant Parmesan and,2JYszoQKgJj6pPbaN7cLwQ
 as was the bartender. They made us feel right at home. They even had us try a dessert on the house. It was like eating a cloud of ,lemon,...very light and fluffy and not overly sweet. It had a few chocolate chips on the top.  I'm not sure what it was called  but it w,2p_xWNAGm_5sVvr_Vs6mlw
 must have been training?) kept us informed and were apologetic.  The carpaccio was tender and perfectly textured but had too much ,lemon, in it - it was bitter and took away from the flavor of the meat. I ordered chicken parmesan which was average - I feel like I cou,2p_xWNAGm_5sVvr_Vs6mlw
thin strips length-wise and was breaded with a nice but light breading and served with a side of marinara and a bunch of different ,lemon,s.  What was odd is that we were still left with our menus whenever it came out and seeing how we did not have much room to spare ev,2RUfgq0oH5QOYENT6xzO4A
"g, we started with the Stone Crab Claws it was paired with a ravigote sauce don't know exactly what was in it but man was it good, ",lemon," and a bed of greens, i then had the pumpernickel pheasant breast that looked fried over a pile of German potato salad and the cre",2VRVAhzefxIqjzbQ21LdHg
Great brunch - fun and interesting spot with delicious and flavorful food. To start we have homemade ,lemon, Rosemary donuts that were fantastic followed by a frittata that was perfectly done - the service was neighborhood friendly and efficient - thumbs up all aroun,3cbsPfoUUrysf-M8FI_0IA
"o, and mozzarella rolled in panko bread crumbs and flash fried. In a word: DELICIOUS! For dessert, my friend and I tried the Meyer ",lemon," mess. While the citrus was a welcome contrast to the snow outside, it was smothered in whipped cream and a little basic. Both my ",3cbsPfoUUrysf-M8FI_0IA
"ent my friend stood up to find the restroom, and put it back on the neighboring table. One per table I guess....   We got lavender ",lemon," donuts, and chocolate pistachio donuts -- quite good, although I really would have preferred more of the sauces/toppings. The rat",3cbsPfoUUrysf-M8FI_0IA
"ggs, potatoes and bacon (farmer's breakfast), but they all looked (and according to them), very delicious!  Others had the donuts (",lemon," rosemary, Nutella and whipped cream, and powered benguets) and they were gone within seconds. I did drink their coffee black, so ",3cbsPfoUUrysf-M8FI_0IA
I live so long in a world without a DONUT MENU?  I just don't know.  My group of nine dined on three varieties of donuts including ,Lemon," Lavender, Chocolate Espresso and Zeppolli - the most amazing peppered donut concoction ever made.  Each donut order comes with fi",3cbsPfoUUrysf-M8FI_0IA
rst people in the joint at 9:30-apparently because people stay in when it rains (totally valid). Started with the special donuts - ,lemon," curd and whip. DELICIOUS! They are a bit denser than your regular donut holes, but they have a bit of a crunch on the outside and",3cbsPfoUUrysf-M8FI_0IA
"fell in love with their donuts. Perfectly crispy on the outside, soft and doughy on the inside, and delicious all over. We got the ",Lemon, lavender donuts and I want to make it a mission to try all of them. I wish I had tried the savory donuts but the entree was so fi,3cbsPfoUUrysf-M8FI_0IA
"for brunch, which is okay but nothing to write home about.  Generally sizable portions.  We have tried all the donut hole flavors (",lemon, rosemary is our favorite) and the black pepper/parm zeppolis -- solid but slightly underwhelming given the hype about them.   We ,3cbsPfoUUrysf-M8FI_0IA
"Very good brunch, especially the donuts!  ""Lavender ",Lemon,""" donuts!  I had also gotten their ""Kale and White bean hash.""  It was pretty good.  Ambiance is nice, very quaint.  The restaurant is much, much smaller than I had expected, so if you go at a busy time, expe",3cbsPfoUUrysf-M8FI_0IA
"(much more chocolate than coffee flavor which I liked), the salt/pepper for a nice savory treat (not my favorite) and the lavender ",lemon, which was delicious!  I want to go back and try more. For my entrée I had the goat cheese omelet (without mushrooms and they happ,3cbsPfoUUrysf-M8FI_0IA
" they do as specials are amazing. Fresh, honest, homemade, local. The specialilty drinks including coffee and teas are very good.  ",Lemon," ricotta pancakes are amazing. The menu changes, but you know that specials give you a taste of things all year round.  I loved th",3GuqcEYaF1d1WXcwOX5xPw
led and checked back after our food arrived to see if we needed anything. The check was delivered promptly. Another friend had the ,lemon," ricotta pancakes and noted how light, airy and delicious they were.  Another friend the shorty rib crepe which she seemed to enjo",3GuqcEYaF1d1WXcwOX5xPw
they came out cold and lacked that crispy crunch you enjoy when they are fresh. His salad was really good and came with a homemade ,lemon, and oil dressing which i loved. Lemon is a flavor my taste buds cannot resist.  After finishing our meals we noticed a list of es,3GuqcEYaF1d1WXcwOX5xPw
"ll, although I could never eat all that fluffy pancake mass by myself.  He could barely finish his meal.  After breakfast, I had a ",lemon," bar (out of this world with just the right tartness and lemony goodness).  These are hidden on the counter, so  you need to look ",3GuqcEYaF1d1WXcwOX5xPw
Ate here a few months ago. ,Lemon, ricotta pancakes were the bomb. Service was great. Nice breakfast spot.,3GuqcEYaF1d1WXcwOX5xPw
"fast. I'm not a big fan of waiting, so I came on a weekday before a golf outing. Everything I had was on point. Eggs, hot sausage, ",Lemon," berry pancake. I live in Green Tree, and I prefer Eggs R Us or the Dor-Stop, but I'm sure I'll be back here occasionally.",3GuqcEYaF1d1WXcwOX5xPw
"Great place, excellent breakfasts, everything done with a creative flair.  Cornmeal pancakes, ",lemon," ricotta pancakes, tiramisu pancakes.... too much to choose from, that's my only possible complaint :-)",3GuqcEYaF1d1WXcwOX5xPw
erver checked in the kitchen and I was able to find items on the menu that won't make me sick.  I has the Pesto Chicken Salad with ,lemon, honey dressing and a side of bacon. I ate it all. Phenomenal. Everyone in my party was pleased.  A must go for a great East End b,3GuqcEYaF1d1WXcwOX5xPw
" had the root medley, brussel sprout hash, breakfast burrito, pancakes, and seasonal coffees (have more pics than shown here). The ",lemon," ricotta pancakes are what have stood out the most, and I'll definitely go back for those! They change up the hot bevies seasonall",3GuqcEYaF1d1WXcwOX5xPw
"on as I can.  This place nails service, food and vibe. You're probably looking for menu teasers, so I'll get down to it: order the ",lemon," ricotta pancakes. Then, have your friend next to you order the pulled pork eggs benedict (piled on grit cakes and covered in coun",3GuqcEYaF1d1WXcwOX5xPw
Favorite breakfast spot in my life right now!!!! I crave the ,lemon, berry pancakes regularly. Deliciousness. Manfriend enjoys the omelet specials and frittatas too. Tasttttttyyy indeed.,3GuqcEYaF1d1WXcwOX5xPw
f veggies not just onions and green peppers...which I find at a lot of other restaurants. If I feel like something sweet I get the ,Lemon," Ricotta Pancakes, light and almost crepe-like compared to the standard buttermilk. The food is fresh and satisfying, not extremel",3GuqcEYaF1d1WXcwOX5xPw
" a brunch place my friend suggested. They offered many different flavored lattes, scrambles and pancakes. My husband and I got the ",lemon," ricotta blueberry pancake and uncle Charlie's scramble. I liked the pancake more than the scramble. The pancakes were light, fluf",3GuqcEYaF1d1WXcwOX5xPw
"verlooked at these sorts of places, is awesome. So much better than what you get at Pamela's or Deluca's. And the food, OMG. Their ",Lemon, Ricotta Pancakes are absolutely amazing. They are so different than anything that I have ever had. I crave them. Their cinnamon b,3GuqcEYaF1d1WXcwOX5xPw
"shakes (I always choose peanut butter and banana - yum!), the breakfast sandwich with seisage, and the seasonal pancakes (both the ",lemon, one I had in the summer as well as the pecan? or pumpkin? one i had in the fall were amazing). It seems they've mastered both the,3GuqcEYaF1d1WXcwOX5xPw
Favorite Brunch in the 'Burgh.   Pumpkin Pancakes are worth a flight home (Although the ,Lemon," Ricotta ones were pretty amazing as well). Bottomless coffee for 2 bucks is the best deal in town, and their tofu scrambles are a rare gem for vegan breakfasts.   Come ear",3GuqcEYaF1d1WXcwOX5xPw
 for a late lunch on a Monday. The menu is varied and I had a hard time choosing what to get. Though I really wanted to go for the ,lemon," berry ricotta pancakes, I knew I had a long day ahead of me and decided to go for the more robust waffle biscuits and Brussel spr",3GuqcEYaF1d1WXcwOX5xPw
"de-this-at-home, considering how expensive it is.   They have so many amazing sides and a la carte dishes... but almost $5 for ONE ",lemon," ricotta pancake? Sad face. I don't really consider myself a super cheap person, but I think it's been locked into my head that I ",3GuqcEYaF1d1WXcwOX5xPw
"Definitely a cute place and a nice, bright way to start the morning.  The service is awesome.  ",Lemon, ricotta pancakes are definitely where it's at.  I wasn't a big fan of the pulled pork eggs bene..kind of dry and bland.  It's a bit overpriced for a breakfast spot.,3GuqcEYaF1d1WXcwOX5xPw
"Place is always packed (sometimes like sardines), and food is consistently delicious. Try the ",lemon, berry ricotta pancakes--TO DIE FOR! Milkshakes and Nancy B. cookies are also great options.,3GuqcEYaF1d1WXcwOX5xPw
"One of my favorite places to eat in Pittsburgh! It has such a cool atmosphere, and the food is absolutely delicious. The ",lemon," blueberry ricotta pancakes were fantastic. I also recommend the white chocolate ginger milkshake, which I got the last time I was here. I'",3GuqcEYaF1d1WXcwOX5xPw
" The waitstaff are also polite and friendly.   I visited last yesterday and ordered the bramble cocktail (gin, blackberry cordial, ",lemon,") and the hallumi. The cocktail was delicious, but after a few sips I got the aftertaste of artificial sweetener which marred it f",3H1I31BQeHO017Sg92Cbow
"cript cheese, and a few chunks of chicken, the predominant impression being ""dry""; Spanish Canelones - flavorless and dry as well; ",Lemon," Risotto - the only bright spot in the entre selection tried at our table  Finally, our breakfast attempt the following morning: a",3Kcq4_6RAhltAO6ZVgVygQ
"d vegetables. This dish was very good. I would have given it a ""great"", but the veggies were a bit underdone and had been hit with ",lemon," juice or some other acid before service, and it threw the dish off a bit...just too much acid on the plate. These are small compl",3RWJGTSIRvGmIbwvMqAOuw
 The avacado sauce was tasteless... To creamy and no distinctive avacado flavor.  I got the tiger shrimp and angel hair pasta with ,lemon ,"Creme. It also lacked flavor. I ordered it for the lemon, I love lemon. I tasted no lemon. And on top of that the shrimp was unse",3RWJGTSIRvGmIbwvMqAOuw
"good.  I especially liked the white tuna. One of my usual favorites, but this may have been the first time I've had it served with ",lemon, slices garnising between each piece.  That little touch of citrus with the soy sauce and wasabi really made for a tasty bite of s,462vn0tiPlmWRcP71yYOTQ
table. He was really funny. He had a very thick Italian accent. He told my husband to try the special and told me I should try the ,lemon, chicken. His name was Lou and he takes food seriously.  My husband ordered the special-Chicken Chiu Chiu pasta. It was grilled ch,497iuIdzSZqEVZ_iTnp-Jg
"I remember why we haven't been here in awhile    Wings are way spicy, even the mild Fish  is bland. Add ",lemon," Tarter is as bland as the fish   Fries are ok, disappointing   Love the cocktail sauce, it has lots of horseradish in it  I've never complained about too l",4ggOHxvlxnF0a00hDDVbnQ
"he homemade Italian dressing.  This amazing dressing may have just ruined me for all other dressings.  For main courses, I had the ",lemon, chicken (no icky mushrooms) and he had the delmonico steak.  Both dishes were INCREDIBLE!!!  You can really taste the love and ca,4GUXkFjJL5SEZK-qtDZSKA
"ection. So many chicken,Italian dishes. It was difficult to choose. I had the Chicken milanese. A chicken dish that had a wine and ",lemon, sauce. My husband had a monster hoagie. Both meals were very tasteful. I definately will be back to try more Italian dishes.,4GUXkFjJL5SEZK-qtDZSKA
"u:  Potato Soup Shrimp cocktail Filet Mignon (12oz, medium-rare) with green beans and cheddar-bacon-smashed potatoes Iced Tea with ",Lemon," and Water  We received that soup, some rolls and butter, and our drinks rather quickly and everything seemed to be on point.  Som",4hJHSMKyKJRl50k9EM6jkA
't planning on drinking anything stronger than water anyway.  I was attended to right away with a menu and a glass of water with a ,lemon, slice. A few moments later I ordered the Chicken Pad Woon Sen. It didn't take long afterwards for a salad to be placed in front o,4R5P-H4bfPjkocOY1W5SZA
" a drink.  I got the:  Maime Taylor - Dewar's, Lime Juice, Ginger Ale The fiance got the:  English  - Gin, Brandy, Sweet Vermouth, ",Lemon," Twist Both of us opted for the ""Tall"" of each at $10.00 a piece.   I took a sip of my drink, sorry not the best thing I've ever t",4VIAadQ0yZGss1vNHWUk9g
?  Menu was not exclusively Thai by any means.  Service was spotty; I noticed that other tables served by a different waitress got ,lemon," wedges on their water glasses--we did not. Waitresses seem to do all of the busing, and our waitress seemed to not know this.  Ou",50KEvLtQl9Vv4YE1vs681Q
 hand was just alright.  I had the Monkfish (without the pork belly b/c I''m a pescatarian) and it was very bland.  I had to order ,lemon," wedges to add some taste.  Maybe the pork belly was supposed to add all the flavor.  If so, when ordered without it, they should ",50UjA4nDdqypN-hBUOAPmQ
of wine (but it was super-sweet wine so none of us finished it) and then they gave us a selection of free desserts. They gave us a ,lemon," pie of some sort, rhubarb something, peanut butter ice cream sandwich and balsamic ice cream. I liked the lemon pie and the peanu",50UjA4nDdqypN-hBUOAPmQ
" received a peanut butter ice cream sandwich (YUM!), balsamic ice cream (DOUBLE YUM, surprisingly), rhubarb pie (Ew, too tart) and ",lemon," pie (Ew, too sweet).  The only one on the table left almost in tact was the rhubarb pie.    Tasting menu's are usually the way to",50UjA4nDdqypN-hBUOAPmQ
"sserts: Belila and Basboussa. The former is like rice pudding, the latter is like a coconut cake or macaroon. Also perfect was the ",lemon, orzo soup and the house salad. The hibiscus tea was refreshing. The service was great! What a wonderful family-run business! The ,59h0SyMyfMoQ988sEsjfEQ
uila and mesquite-lime vinaigrette that were finished table-side flambé style.  We both a side of potatoes that were seasoned with ,lemon," or citrus and were quite good.  I had rice & black beans as sides.  My wife had a side of Rajas con crema, that were poblano pepp",5eKk8dA1QtKaQr_5i_SCRw
"deliciousness and then for dinner, I had the caloppini ""Tosca"" which was veal layered with crabmeat and fontina cheese, sautéed in ",lemon, butter it was f*in amazing and my friend who  is an epicure or snobby foodie ordered the ravioli with gorgonzola cream and walnut,5G-ulG_g_MpcIYlNzaCMmA
"g sauces.  The bread was excellent, especially with the white bean sauce which I loved.  There was also a wonderful olive oil with ",lemon, juice and Parmesan cheese and finally and olive tapenade type sauce.  For our appetizer we decided to go with the Calamari and ju,5G-ulG_g_MpcIYlNzaCMmA
".  One of my favorite teas is the Ti Quan Yin, which retails for triple the price elsewhere. The special jasmine green tea and the ",lemon," sencha are also excellent. Their coffee is high quality, as well. And the biscotti are delicious. I live in DC, but I always wait",5H1gvB-TB_sHWasXdS64Uw
 lobster Mac  and cheese was very very rich.  Hard to eat more than a bite or two.   For dessert we had the chocolate tart and the ,lemon," sponge cake. The lemon sponge cake was actually more like a cheese cake texture, but it was still delicious.  All in all a wonder",5kUA_k-ua1wO68jZ1Yo74Q
"d, and not awful. Pretty average.  To be fair, the management must have felt bad and gave us a free shot of Limencello, an Italian ",lemon," liqueur.   I'm a food and service snob. Unapologetic. But if you have nothing grand to compare it to, it passes the basic litmus ",5kUA_k-ua1wO68jZ1Yo74Q
"bit of kim chi that popped with spicy flavor.  I had a cocktail called the Last Word, which included Bluecoat Gin, chartreuse, and ",lemon," bitters. It was good, but a little undersized and overly sweet for my taste.  All in all, though, I would hasten to come back to ",5kUA_k-ua1wO68jZ1Yo74Q
"er or even oil.   For lunch, I opted for the angel hair pasta with shrimp, artichokes, tomatoes, basil and garlic in a white, wine ",lemon," sauce minus the shrimp.  In any restaurant, I always wish when you opt for no meat or seafood on the dish, that they will adjust ",5p60nXyjQruKvEZix6ahVQ
ell.  All went quickly and were amazing with the ricotta being a surprise favorite for me.  The standard salad is delicious with a ,lemon," vinaigrette, crushed pistachio and Parmesan.  My entree was simply brilliant. Homemade pappardelle with suckling pig, mushrooms a",5p60nXyjQruKvEZix6ahVQ
"ll about moderation this evening, however, we instead went with a parmigiano reggiano appetizer, dressed with artichoke hearts and ",lemon," chips.  The blend of these disparate tastes was astonshing, and a great overture to the blend of taste notes I was to experience ",5p60nXyjQruKvEZix6ahVQ
Seviche is typically a Latin American dish incorporating lime / ,lemon," juice, chopped or minced seafood and tomato, onion, or cilantro (coriander). Seviche is not a typical cevicheria. It's a fusion of Latin, primarily cuban and Japanese sushi cuisine.    Amazing ha",5REYrZfsX3m4E3FTwovp5Q
"g a few a la carte items.   The baba ghanooj is my favorite. So is the spinach and lentil soup, which has a very unique taste with ",lemon," juice. So is the kibbe; one of the best I have had ever. So is the halwa bi-jibin (which is dessert made of dough, pistachios, an",6CjVFTO7F-q8BP7oQKB_9g
"so never have actually tried an entree. But the tossed salad compliments the pita and hummus well, seasoned and dressed with fresh ",lemon, juice and olive oil. I've never had to wait long on a table and the service is always prompt. The bf fills up on various chicken ,6CjVFTO7F-q8BP7oQKB_9g
 but not what I expected.  I think I expected something like spanikopita but this was more tart - I think maybe because they added ,lemon," juice.  The dough was good though.  A bit dissapointed in my meal, but it filled me up.  I've had such great experiences every ot",6CjVFTO7F-q8BP7oQKB_9g
"HANOOJ IS, WITHOUT A DOUBT, THE BEST I HAVE EVER HAD IN MY ENTIRE LIFE!  It is just so delicious; the perfect amount of garlic and ",lemon.,"  If I ever end up on death row, my last meal: the beef shish kabob (lamb works, too), tossed salad with feta, rice with pine nuts",6CjVFTO7F-q8BP7oQKB_9g
"but not sure what kind) with pine nuts. It was very good for what it was, and it came with a small lettuce and tomato salad with a ",lemon, dressing. I really liked it but I think I would have been slightly disappointed had my girlfriend not gotten the maxa platter. On,6CjVFTO7F-q8BP7oQKB_9g
han anyone else and that is why I keep coming back. The baba ghanooj is still the best I have ever had;  it has lots of tahini and ,lemon," (which really make the dish), the meat grape leaves, tabooli are also great (the tabooli is very citrusy ; the sleek is pretty go",6CjVFTO7F-q8BP7oQKB_9g
" lunch or dinner fare.  Healthy, tasty vegetable selections include a variety of salads, the Tabooli salad with bulger wheat and a ",lemon," juice dressing is primo. Don't forget dessert.  All their desserts sound wonderful, but I've only had Baklawa, why stray?  Of cou",6CjVFTO7F-q8BP7oQKB_9g
"that's technically correct, and a side salad.  The pita wasn't great, but the hummus was delicious--heavy on the tahini and a nice ",lemon," and garlic zing.  The portion was huge and cost me something like $6--and I didn't finish it (don't worry, my lunch companion did",6CjVFTO7F-q8BP7oQKB_9g
